"","sector","StartDate","Category","activity","Indicator","Indicator2","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"56157","FOOD/LIVELIHOOD","29/2/2016","Improve Food Access","[REF 1.1.1]Food Assistance","% of vulnerable boys employing severe or emergency coping strategies","% of vulnerable boys employing severe or emergency coping strategies","MAFRAQ","","IOCC","   Urban areas - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1711",0,"%","Liwa Qasabat al Mafraq","North",""
"56169","FOOD/LIVELIHOOD","29/2/2016","Improve Food Access","[REF 1.1.1]Food Assistance","% of vulnerable girls employing severe or emergency coping strategies","% of vulnerable girls employing severe or emergency coping strategies","MAFRAQ","","IOCC","   Urban areas - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1711",0,"%","Liwa Qasabat al Mafraq","North",""
"56189","FOOD/LIVELIHOOD","31/5/2016","Improve Food Access","[REF 1.1.1]Food Assistance","% of vulnerable boys employing severe or emergency coping strategies","% of vulnerable boys employing severe or emergency coping strategies","MAFRAQ","","IOCC","     - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1711",0,"%","Liwa Qasabat al Mafraq","North",""
"56212","FOOD/LIVELIHOOD","29/2/2016","Improve Food Access","[REF 1.1.1]Food Assistance","% of vulnerable women employing severe or emergency coping strategies","% of vulnerable women employing severe or emergency coping strategies","MAFRAQ","","IOCC","   Urban areas - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1711",0,"%","Liwa Qasabat al Mafraq","North",""
"56215","FOOD/LIVELIHOOD","31/5/2016","Improve Food Access","[REF 1.1.1]Food Assistance","% of vulnerable girls employing severe or emergency coping strategies","% of vulnerable girls employing severe or emergency coping strategies","MAFRAQ","","IOCC","     - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1711",0,"%","Liwa Qasabat al Mafraq","North",""
"56264","FOOD/LIVELIHOOD","30/4/2016","Improve Food Access","[REF 1.1.1]Food Assistance","% of vulnerable men employing severe or emergency coping strategies","% of vulnerable men employing severe or emergency coping strategies","MAFRAQ","","IOCC","     - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1711",0,"%","Liwa Qasabat al Mafraq","North",""
"56294","FOOD/LIVELIHOOD","30/4/2016","Improve Food Access","[REF 1.1.1]Food Assistance","% of vulnerable girls employing severe or emergency coping strategies","% of vulnerable girls employing severe or emergency coping strategies","MAFRAQ","","IOCC","     - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1711",0,"%","Liwa Qasabat al Mafraq","North",""
"56303","FOOD/LIVELIHOOD","31/1/2016","Improve Food Access","[REF 1.1.1]Food Assistance","% of vulnerable girls employing severe or emergency coping strategies","% of vulnerable girls employing severe or emergency coping strategies","MAFRAQ","","IOCC","     - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1711",0,"%","Liwa Qasabat al Mafraq","North",""
"56321","FOOD/LIVELIHOOD","30/4/2016","Improve Food Access","[REF 1.1.1]Food Assistance","% of vulnerable boys employing severe or emergency coping strategies","% of vulnerable boys employing severe or emergency coping strategies","MAFRAQ","","IOCC","   Urban areas - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1711",0,"%","Liwa Qasabat al Mafraq","North",""
"56334","FOOD/LIVELIHOOD","29/2/2016","Improve Food Access","[REF 1.1.1]Food Assistance","% of vulnerable men employing severe or emergency coping strategies","% of vulnerable men employing severe or emergency coping strategies","MAFRAQ","","IOCC","   Urban areas - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1711",0,"%","Liwa Qasabat al Mafraq","North",""
"56337","FOOD/LIVELIHOOD","30/4/2016","Improve Food Access","[REF 1.1.1]Food Assistance","% of vulnerable boys employing severe or emergency coping strategies","% of vulnerable boys employing severe or emergency coping strategies","MAFRAQ","","IOCC","     - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1711",0,"%","Liwa Qasabat al Mafraq","North",""
"56342","FOOD/LIVELIHOOD","30/6/2016","Improve Food Access","[REF 1.1.1]Food Assistance","% of vulnerable women employing severe or emergency coping strategies","% of vulnerable women employing severe or emergency coping strategies","MAFRAQ","","IOCC","     - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1711",0,"%","Liwa Qasabat al Mafraq","North",""
"56384","FOOD/LIVELIHOOD","30/6/2016","Improve Food Access","[REF 1.1.1]Food Assistance","% of vulnerable boys employing severe or emergency coping strategies","% of vulnerable boys employing severe or emergency coping strategies","MAFRAQ","","IOCC","     - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1711",0,"%","Liwa Qasabat al Mafraq","North",""
