"","sector","StartDate","Category","activity","Indicator","Indicator2","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"8166","PROTECTION","31/3/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","#  of SYRIAN_WOMEN_IN _URBAN survivors of SGBV  who access case management and multi-sectoral services","#  of SYRIAN_WOMEN_IN _URBAN survivors of SGBV  who access case management and multi-sectoral services","AMMAN","","NHF-IFH","   Urban areas - ","Direct appeal","UNFPA","Yes","2","1705",13,"# women","Amman Governorate","Center",""
"9276","PROTECTION","31/5/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","#  of SYRIAN_WOMEN_IN _URBAN survivors of SGBV  who access case management and multi-sectoral services","#  of SYRIAN_WOMEN_IN _URBAN survivors of SGBV  who access case management and multi-sectoral services","AMMAN","","NHF-IFH","   Urban areas - ","Direct appeal","UNFPA","Yes","2","1705",23,"# women","Amman Governorate","Center",""
"10986","PROTECTION","31/1/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","#  of SYRIAN_MEN_IN _URBAN  survivors of SGBV  who access case management and multi-sectoral services","#  of SYRIAN_MEN_IN _URBAN  survivors of SGBV  who access case management and multi-sectoral services","AMMAN","","NHF-IFH","   Urban areas - ","Direct appeal","UNFPA","Yes","2","1705",0,"# men","Amman Governorate","Center",""
"12700","PROTECTION","29/2/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","#  of SYRIAN_MEN_IN _URBAN  survivors of SGBV  who access case management and multi-sectoral services","#  of SYRIAN_MEN_IN _URBAN  survivors of SGBV  who access case management and multi-sectoral services","AMMAN","","NHF-IFH","   Urban areas - ","Direct appeal","UNFPA","Yes","2","1705",4,"# men","Amman Governorate","Center",""
"12983","PROTECTION","29/2/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","#  of SYRIAN_WOMEN_IN _URBAN survivors of SGBV  who access case management and multi-sectoral services","#  of SYRIAN_WOMEN_IN _URBAN survivors of SGBV  who access case management and multi-sectoral services","AMMAN","","NHF-IFH","   Urban areas - ","Direct appeal","UNFPA","Yes","2","1705",18,"# women","Amman Governorate","Center",""
"14064","PROTECTION","31/3/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","#  of SYRIAN_MEN_IN _URBAN  survivors of SGBV  who access case management and multi-sectoral services","#  of SYRIAN_MEN_IN _URBAN  survivors of SGBV  who access case management and multi-sectoral services","AMMAN","","NHF-IFH","   Urban areas - ","Direct appeal","UNFPA","Yes","2","1705",0,"# men","Amman Governorate","Center",""
"14988","PROTECTION","31/5/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","#  of SYRIAN_MEN_IN _URBAN  survivors of SGBV  who access case management and multi-sectoral services","#  of SYRIAN_MEN_IN _URBAN  survivors of SGBV  who access case management and multi-sectoral services","AMMAN","","NHF-IFH","   Urban areas - ","Direct appeal","UNFPA","Yes","2","1705",0,"# men","Amman Governorate","Center",""
"15032","PROTECTION","31/1/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","#  of SYRIAN_WOMEN_IN _URBAN survivors of SGBV  who access case management and multi-sectoral services","#  of SYRIAN_WOMEN_IN _URBAN survivors of SGBV  who access case management and multi-sectoral services","AMMAN","","NHF-IFH","   Urban areas - ","Direct appeal","UNFPA","Yes","2","1705",5,"# women","Amman Governorate","Center",""
"15903","PROTECTION","30/4/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","#  of SYRIAN_WOMEN_IN _URBAN survivors of SGBV  who access case management and multi-sectoral services","#  of SYRIAN_WOMEN_IN _URBAN survivors of SGBV  who access case management and multi-sectoral services","AMMAN","","NHF-IFH","   Urban areas - ","Direct appeal","UNFPA","Yes","2","1705",13,"# women","Amman Governorate","Center",""
"18415","PROTECTION","30/4/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","#  of SYRIAN_MEN_IN _URBAN  survivors of SGBV  who access case management and multi-sectoral services","#  of SYRIAN_MEN_IN _URBAN  survivors of SGBV  who access case management and multi-sectoral services","AMMAN","","NHF-IFH","   Urban areas - ","Direct appeal","UNFPA","Yes","2","1705",0,"# men","Amman Governorate","Center",""
