"","sector","StartDate","Category","activity","Indicator","Indicator2","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"111","FOOD/LIVELIHOOD","30/1/2016","Improve Food Access","[REF 1.1.1]Food Assistance","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","AJLOUN","","WFP","   Urban areas - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1701",3686,"# boys","Ajlun Governorate","North",""
"151","FOOD/LIVELIHOOD","30/1/2016","Improve Food Access","[REF 1.1.1]Food Assistance","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","AJLOUN","","WFP","   Urban areas - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1701",1860,"# men","Ajlun Governorate","North",""
"267","FOOD/LIVELIHOOD","30/1/2016","Improve Food Access","[REF 1.1.1]Food Assistance","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","AJLOUN","","WFP","   Urban areas - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1701",3221,"# girls","Ajlun Governorate","North",""
"274","FOOD/LIVELIHOOD","30/1/2016","Improve Food Access","[REF 1.1.1]Food Assistance","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","AJLOUN","","WFP","   Urban areas - ","Indirect appeal","None - Fund direct from Donors","Yes","1","1701",2735,"# women","Ajlun Governorate","North",""
"342","FOOD/LIVELIHOOD","30/1/2016","Improve Food Access","[REF 1.1.1]Food Assistance","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","BALQA","","WFP","   Urban areas - ","Indirect appeal","None - Fund direct from Donors","Yes","2","1702",4417,"# women","Al Balqa Governorate","Center",""
"368","FOOD/LIVELIHOOD","30/1/2016","Improve Food Access","[REF 1.1.1]Food Assistance","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","BALQA","","WFP","   Urban areas - ","Indirect appeal","None - Fund direct from Donors","Yes","2","1702",4451,"# girls","Al Balqa Governorate","Center",""
"369","FOOD/LIVELIHOOD","30/1/2016","Improve Food Access","[REF 1.1.1]Food Assistance","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","BALQA","","WFP","   Urban areas - ","Indirect appeal","None - Fund direct from Donors","Yes","2","1702",4763,"# boys","Al Balqa Governorate","Center",""
"723","FOOD/LIVELIHOOD","30/1/2016","Improve Food Access","[REF 1.1.1]Food Assistance","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","BALQA","","WFP","   Urban areas - ","Indirect appeal","None - Fund direct from Donors","Yes","2","1702",3829,"# men","Al Balqa Governorate","Center",""
"896","FOOD/LIVELIHOOD","30/1/2016","Improve Food Access","[REF 1.1.1]Food Assistance","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","AMMAN","","WFP","   Urban areas - ","Indirect appeal","None - Fund direct from Donors","Yes","2","1705",35640,"# girls","Amman Governorate","Center",""
"951","FOOD/LIVELIHOOD","30/1/2016","Improve Food Access","[REF 1.1.1]Food Assistance","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","AMMAN","","WFP","   Urban areas - ","Indirect appeal","None - Fund direct from Donors","Yes","2","1705",38143,"# boys","Amman Governorate","Center",""
