"","sector","StartDate","Category","activity","Indicator","Indicator2","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"65075","SHELTER","30/6/2016","Improve living conditions in camps","[REF1.1.1]Adequate shelters in camps","# of existing shelters replaced, improved or upgraded","# of existing shelters replaced, improved or upgraded","AZRAQCAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",498,"#","Azraq Camp","North",""
"67993","SHELTER","31/3/2016","Improve living conditions in camps","[REF1.1.1]Adequate shelters in camps","# of existing shelters replaced, improved or upgraded","# of existing shelters replaced, improved or upgraded","AZRAQCAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",293,"#","Azraq Camp","North",""
"68242","SHELTER","31/5/2016","Improve living conditions in camps","[REF1.1.1]Adequate shelters in camps","# of existing shelters replaced, improved or upgraded","# of existing shelters replaced, improved or upgraded","AZRAQCAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",915,"#","Azraq Camp","North",""
"68482","SHELTER","31/1/2016","Improve living conditions in camps","[REF1.1.1]Adequate shelters in camps","# of existing shelters replaced, improved or upgraded","# of existing shelters replaced, improved or upgraded","AZRAQCAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",862,"#","Azraq Camp","North",""
"75248","SHELTER","30/4/2016","Improve living conditions in camps","[REF1.1.1]Adequate shelters in camps","# of existing shelters replaced, improved or upgraded","# of existing shelters replaced, improved or upgraded","AZRAQCAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",1219,"#","Azraq Camp","North",""
"75290","SHELTER","29/2/2016","Improve living conditions in camps","[REF1.1.1]Adequate shelters in camps","# of existing shelters replaced, improved or upgraded","# of existing shelters replaced, improved or upgraded","AZRAQCAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",437,"#","Azraq Camp","North",""
"48385","SHELTER","31/1/2016","Improve living conditions in camps","[REF1.1.1]Adequate shelters in camps","# of existing shelters replaced, improved or upgraded","# of existing shelters replaced, improved or upgraded","ZAATARICAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",264,"#","Zaatari Camp (all district)","North",""
"48389","SHELTER","31/5/2016","Improve living conditions in camps","[REF1.1.1]Adequate shelters in camps","# of existing shelters replaced, improved or upgraded","# of existing shelters replaced, improved or upgraded","ZAATARICAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",114,"#","Zaatari Camp (all district)","North",""
"54212","SHELTER","31/3/2016","Improve living conditions in camps","[REF1.1.1]Adequate shelters in camps","# of existing shelters replaced, improved or upgraded","# of existing shelters replaced, improved or upgraded","ZAATARICAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",0,"#","Zaatari Camp (all district)","North",""
"54219","SHELTER","29/2/2016","Improve living conditions in camps","[REF1.1.1]Adequate shelters in camps","# of existing shelters replaced, improved or upgraded","# of existing shelters replaced, improved or upgraded","ZAATARICAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",183,"#","Zaatari Camp (all district)","North",""
"54223","SHELTER","30/6/2016","Improve living conditions in camps","[REF1.1.1]Adequate shelters in camps","# of existing shelters replaced, improved or upgraded","# of existing shelters replaced, improved or upgraded","ZAATARICAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",0,"#","Zaatari Camp (all district)","North",""
"57131","SHELTER","30/4/2016","Improve living conditions in camps","[REF1.1.1]Adequate shelters in camps","# of existing shelters replaced, improved or upgraded","# of existing shelters replaced, improved or upgraded","ZAATARICAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",0,"#","Zaatari Camp (all district)","North",""
"68006","SHELTER","30/4/2016","Improve Infrastr. in camps","[REF1.2.1]Infrastr. Upgrade./Construction","# m2 of camps infrastructure and roads constructed and/or upgraded","# m2 of camps infrastructure and roads constructed and/or upgraded","AZRAQCAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",0,"# m2","Azraq Camp","North",""
"68008","SHELTER","31/1/2016","Improve Infrastr. in camps","[REF1.2.1]Infrastr. Upgrade./Construction","# m2 of camps infrastructure and roads constructed and/or upgraded","# m2 of camps infrastructure and roads constructed and/or upgraded","AZRAQCAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",0,"# m2","Azraq Camp","North",""
"68377","SHELTER","29/2/2016","Improve Infrastr. in camps","[REF1.2.1]Infrastr. Upgrade./Construction","# m2 of camps infrastructure and roads constructed and/or upgraded","# m2 of camps infrastructure and roads constructed and/or upgraded","AZRAQCAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",0,"# m2","Azraq Camp","North",""
"68741","SHELTER","31/3/2016","Improve Infrastr. in camps","[REF1.2.1]Infrastr. Upgrade./Construction","# m2 of camps infrastructure and roads constructed and/or upgraded","# m2 of camps infrastructure and roads constructed and/or upgraded","AZRAQCAMP","","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",0,"# m2","Azraq Camp","North",""
